sample_id,class,sigma,seed,E,eta,E_nir,parasitic_frac,fill_achieved,radius_scale,n_redraws,n_restarts
2433,radius,0.0400,22270786,2.495783,0.350254,4.843640,0.038976,0.384845,1.003860,0,0
2438,radius,0.0400,22270791,2.518715,0.353472,4.889900,0.039456,0.384845,1.000952,0,0
2445,radius,0.0400,22270798,2.527197,0.354663,4.930274,0.039735,0.384845,0.996813,0,0
2446,radius,0.0400,22270799,2.490853,0.349562,4.765941,0.038390,0.384845,1.002724,0,0
2455,radius,0.0400,22270808,2.511491,0.352459,4.879818,0.039252,0.384845,1.001309,0,0
2457,radius,0.0400,22270810,2.501075,0.350997,4.836882,0.038815,0.384845,0.998080,0,0
2459,radius,0.0400,22270812,2.510998,0.352389,4.861664,0.038906,0.384845,1.005350,0,0
2460,radius,0.0400,22270813,2.506838,0.351806,4.968205,0.039533,0.384845,1.002306,0,0
2462,radius,0.0400,22270815,2.515250,0.352986,4.900500,0.039544,0.384845,0.994851,0,0
2471,radius,0.0400,22270824,2.501845,0.351105,4.846111,0.038751,0.384845,1.001899,0,0
2474,radius,0.0400,22270827,2.505934,0.351679,4.859316,0.039150,0.384845,0.999700,0,0
2482,radius,0.0400,22270835,2.498782,0.350675,4.849327,0.038556,0.384845,1.006100,0,0
2489,radius,0.0400,22270842,2.499049,0.350712,4.887372,0.038632,0.384845,0.999135,0,0
2495,radius,0.0400,22270848,2.502711,0.351226,4.903607,0.039882,0.384845,1.001835,0,0
2499,radius,0.0400,22270852,2.523932,0.354205,4.957624,0.040765,0.384845,0.995186,0,0
2501,radius,0.0400,22270854,2.496017,0.350287,4.824704,0.038930,0.384845,1.004584,0,0
2502,radius,0.0400,22270855,2.517252,0.353267,4.941520,0.039693,0.384845,1.003721,0,0
2503,radius,0.0400,22270856,2.513177,0.352695,4.875594,0.039531,0.384845,1.005565,0,0
2507,radius,0.0400,22270860,2.510413,0.352307,4.828917,0.039112,0.384845,0.996696,0,0
2511,radius,0.0600,22280784,2.527573,0.354716,5.002723,0.040580,0.384845,1.000262,0,0
2514,radius,0.0600,22280787,2.536703,0.355997,5.068925,0.041197,0.384845,0.997478,0,0
2516,radius,0.0600,22280789,2.544833,0.357138,5.086965,0.041326,0.384845,0.995702,0,0
2520,radius,0.0600,22280793,2.536294,0.355939,5.069149,0.041628,0.384845,1.001445,0,0
2522,radius,0.0600,22280795,2.542121,0.356757,5.146232,0.041620,0.384845,1.006258,0,0
2524,radius,0.0600,22280797,2.552649,0.358235,5.140092,0.041621,0.384845,0.998471,0,0
2526,radius,0.0600,22280799,2.530444,0.355118,4.987239,0.040545,0.384845,1.004871,0,0
2527,radius,0.0600,22280800,2.541306,0.356643,5.095107,0.040976,0.384845,1.007885,0,0
2528,radius,0.0600,22280801,2.540215,0.356490,5.057974,0.040962,0.384845,1.001452,0,0
2530,radius,0.0600,22280803,2.522734,0.354036,4.962708,0.040126,0.384845,0.998530,0,0
2531,radius,0.0600,22280804,2.555721,0.358666,5.141707,0.041893,0.384845,1.001149,0,0
2533,radius,0.0600,22280806,2.527610,0.354721,5.008750,0.040807,0.384845,0.995682,0,0
2536,radius,0.0600,22280809,2.540283,0.356499,5.054915,0.041074,0.384845,0.998047,0,0
2540,radius,0.0600,22280813,2.531316,0.355241,5.026005,0.040672,0.384845,0.999724,0,0
2541,radius,0.0600,22280814,2.543897,0.357006,5.144506,0.041849,0.384845,1.006705,0,0
2549,radius,0.0600,22280822,2.542653,0.356832,5.095850,0.041411,0.384845,1.002868,0,0
2551,radius,0.0600,22280824,2.531397,0.355252,5.041334,0.040644,0.384845,0.997980,0,0
2553,radius,0.0600,22280826,2.546374,0.357354,5.161238,0.041902,0.384845,1.000897,0,0
2554,radius,0.0600,22280827,2.528569,0.354855,5.017991,0.040233,0.384845,1.001508,0,0
2555,radius,0.0600,22280828,2.530736,0.355159,5.015598,0.040536,0.384845,0.998813,0,0
2558,radius,0.0600,22280831,2.542253,0.356776,5.084320,0.041326,0.384845,1.008755,0,0
2563,radius,0.0600,22280836,2.507034,0.351833,4.900474,0.039774,0.384845,1.009790,0,0
2569,radius,0.0600,22280842,2.529864,0.355037,5.004099,0.040252,0.384845,0.998782,0,0
2574,radius,0.0600,22280847,2.529645,0.355006,5.012105,0.040453,0.384845,1.002850,0,0
2576,radius,0.0600,22280849,2.543510,0.356952,5.027310,0.040780,0.384845,0.996889,0,0
2578,radius,0.0600,22280851,2.550244,0.357897,5.192936,0.042031,0.384845,0.999418,0,0
2580,radius,0.0600,22280853,2.553835,0.358401,5.155001,0.041874,0.384845,1.012937,0,0
2582,radius,0.0600,22280855,2.552500,0.358214,5.144717,0.042114,0.384845,0.999574,0,0
2586,radius,0.0600,22280859,2.539137,0.356338,5.130487,0.041638,0.384845,0.999315,0,0
2588,radius,0.0600,22280861,2.532587,0.355419,5.101930,0.040857,0.384845,1.010473,0,0
2589,radius,0.0600,22280862,2.532389,0.355391,4.955061,0.040797,0.384845,0.990982,0,0
2591,radius,0.0800,22290784,2.555340,0.358612,5.236828,0.042420,0.384845,1.004494,0,0
2593,radius,0.0800,22290786,2.568102,0.360403,5.254830,0.042893,0.384845,0.996047,0,0
2594,radius,0.0800,22290787,2.550119,0.357880,5.123030,0.041819,0.384845,0.999002,0,0
2596,radius,0.0800,22290789,2.558695,0.359083,5.153752,0.042416,0.384845,0.993211,0,0
2597,radius,0.0800,22290790,2.566763,0.360215,5.226078,0.043094,0.384845,1.006400,0,0
2598,radius,0.0800,22290791,2.547873,0.357564,5.081197,0.041469,0.384845,0.994148,0,0
2599,radius,0.0800,22290792,2.575096,0.361385,5.221007,0.042845,0.384845,1.004596,0,0
2600,radius,0.0800,22290793,2.550172,0.357887,5.192558,0.042576,0.384845,1.001135,0,0
2601,radius,0.0800,22290794,2.555808,0.358678,5.203756,0.042475,0.384845,1.002650,0,0
2602,radius,0.0800,22290795,2.545733,0.357264,5.083298,0.041002,0.384845,1.001543,0,0
2604,radius,0.0800,22290797,2.559964,0.359261,5.232694,0.042756,0.384845,1.006959,0,0
2605,radius,0.0800,22290798,2.543620,0.356967,5.101049,0.041482,0.384845,1.001329,0,0
2607,radius,0.0800,22290800,2.544524,0.357094,5.160662,0.042119,0.384845,1.000658,0,0
2608,radius,0.0800,22290801,2.553460,0.358348,5.173989,0.042357,0.384845,0.996921,0,0
2610,radius,0.0800,22290803,2.536243,0.355932,5.025889,0.041313,0.384845,0.998134,0,0
2611,radius,0.0800,22290804,2.572187,0.360976,5.263262,0.043075,0.384845,1.003941,0,0
2612,radius,0.0800,22290805,2.552896,0.358269,5.173224,0.041957,0.384845,1.005209,0,0
2613,radius,0.0800,22290806,2.568438,0.360450,5.236350,0.043138,0.384845,1.000749,0,0
2614,radius,0.0800,22290807,2.558002,0.358986,5.201338,0.042623,0.384845,1.006745,0,0
2615,radius,0.0800,22290808,2.559314,0.359170,5.172156,0.042346,0.384845,1.003530,0,0
2616,radius,0.0800,22290809,2.558614,0.359072,5.187702,0.042989,0.384845,1.001943,0,0
2617,radius,0.0800,22290810,2.545252,0.357196,5.103779,0.041664,0.384845,0.989507,0,0
2618,radius,0.0800,22290811,2.550024,0.357866,5.140029,0.042271,0.384845,0.994819,0,0
2620,radius,0.0800,22290813,2.568508,0.360460,5.326912,0.043483,0.384845,1.001602,0,0
2622,radius,0.0800,22290815,2.562260,0.359583,5.239926,0.043294,0.384845,0.996268,0,0
2623,radius,0.0800,22290816,2.554354,0.358474,5.150807,0.042788,0.384845,0.998631,0,0
2624,radius,0.0800,22290817,2.568461,0.360454,5.287649,0.042897,0.384845,1.012662,0,0
2625,radius,0.0800,22290818,2.544660,0.357113,5.142855,0.042041,0.384845,0.998853,0,0
2626,radius,0.0800,22290819,2.553721,0.358385,5.194194,0.042236,0.384845,0.994500,0,0
2627,radius,0.0800,22290820,2.552173,0.358168,5.191630,0.042015,0.384845,1.002464,0,0
2628,radius,0.0800,22290821,2.570735,0.360773,5.239215,0.042831,0.384845,0.997484,0,0
2629,radius,0.0800,22290822,2.535828,0.355874,5.064768,0.041664,0.384845,1.005396,0,0
2631,radius,0.0800,22290824,2.555621,0.358652,5.224176,0.042537,0.384845,0.999512,0,0
2633,radius,0.0800,22290826,2.559649,0.359217,5.127422,0.041962,0.384845,0.998481,0,0
2634,radius,0.0800,22290827,2.566495,0.360178,5.217714,0.042787,0.384845,0.995935,0,0
2635,radius,0.0800,22290828,2.534068,0.355627,5.040420,0.041541,0.384845,1.000564,0,0
2636,radius,0.0800,22290829,2.547306,0.357485,5.151033,0.041966,0.384845,0.995662,0,0
2638,radius,0.0800,22290831,2.561853,0.359526,5.159062,0.042560,0.384845,1.006797,0,0
2640,radius,0.0800,22290833,2.529846,0.355034,5.015256,0.040764,0.384845,0.997177,0,0
2641,radius,0.0800,22290834,2.566181,0.360134,5.221301,0.042685,0.384845,0.995200,0,0
2642,radius,0.0800,22290835,2.556620,0.358792,5.176371,0.042543,0.384845,0.999983,0,0
2643,radius,0.0800,22290836,2.562736,0.359650,5.186585,0.042597,0.384845,1.008295,0,0
2645,radius,0.0800,22290838,2.582388,0.362408,5.326238,0.043462,0.384845,1.010956,0,0
2647,radius,0.0800,22290840,2.550779,0.357972,5.184141,0.041774,0.384845,0.993957,0,0
2648,radius,0.0800,22290841,2.557853,0.358965,5.146326,0.042400,0.384845,0.999247,0,0
2649,radius,0.0800,22290842,2.563519,0.359760,5.218542,0.043751,0.384845,0.989422,0,0
2650,radius,0.0800,22290843,2.565459,0.360032,5.254229,0.043492,0.384845,1.004967,0,0
2651,radius,0.0800,22290844,2.564482,0.359895,5.297013,0.042970,0.384845,0.997804,0,0
2653,radius,0.0800,22290846,2.546940,0.357433,5.165106,0.042305,0.384845,0.996787,0,0
2654,radius,0.0800,22290847,2.536890,0.356023,5.105623,0.041934,0.384845,0.993707,0,0
2655,radius,0.0800,22290848,2.564769,0.359935,5.185386,0.042560,0.384845,0.999768,0,0
2656,radius,0.0800,22290849,2.561265,0.359444,5.165723,0.042553,0.384845,1.002000,0,0
2657,radius,0.0800,22290850,2.551626,0.358091,5.156110,0.042505,0.384845,0.995388,0,0
2658,radius,0.0800,22290851,2.551481,0.358071,5.149070,0.042576,0.384845,0.999068,0,0
2659,radius,0.0800,22290852,2.557718,0.358946,5.103949,0.041794,0.384845,1.008272,0,0
2660,radius,0.0800,22290853,2.554336,0.358471,5.177283,0.042500,0.384845,0.994950,0,0
2661,radius,0.0800,22290854,2.547168,0.357465,5.152760,0.041923,0.384845,1.004346,0,0
2664,radius,0.0800,22290857,2.563267,0.359725,5.202850,0.042481,0.384845,0.987415,0,0
2665,radius,0.0800,22290858,2.538623,0.356266,5.082073,0.041546,0.384845,0.994369,0,0
2667,radius,0.0800,22290860,2.556008,0.358706,5.152269,0.041924,0.384845,1.010486,0,0
2668,radius,0.0800,22290861,2.541826,0.356716,5.135261,0.041559,0.384845,0.999782,0,0
2669,radius,0.0800,22290862,2.566162,0.360131,5.174032,0.042613,0.384845,0.990279,0,0
2670,radius,0.0800,22290863,2.544644,0.357111,5.162729,0.042237,0.384845,0.998817,0,0
2671,radius,0.1000,22300784,2.559566,0.359205,5.206113,0.042048,0.384845,0.995804,0,0
2672,radius,0.1000,22300785,2.574478,0.361298,5.301199,0.043891,0.384845,0.993004,0,0
2673,radius,0.1000,22300786,2.554234,0.358457,5.100253,0.041635,0.384845,0.993765,0,0
2674,radius,0.1000,22300787,2.582782,0.362463,5.392547,0.044673,0.384845,1.002576,0,0
2675,radius,0.1000,22300788,2.583245,0.362528,5.320193,0.044260,0.384845,0.993235,0,0
2676,radius,0.1000,22300789,2.567092,0.360261,5.253267,0.042857,0.384845,0.992515,0,0
2677,radius,0.1000,22300790,2.559442,0.359188,5.164357,0.042754,0.384845,0.988289,0,0
2678,radius,0.1000,22300791,2.581273,0.362252,5.293847,0.043702,0.384845,0.986842,0,0
2679,radius,0.1000,22300792,2.583403,0.362551,5.348024,0.044078,0.384845,0.981586,0,0
2680,radius,0.1000,22300793,2.582028,0.362358,5.333329,0.044309,0.384845,0.990304,0,0
2681,radius,0.1000,22300794,2.565841,0.360086,5.226471,0.043126,0.384845,0.986723,0,0
2682,radius,0.1000,22300795,2.579510,0.362004,5.343317,0.043773,0.384845,0.998280,0,0
2683,radius,0.1000,22300796,2.557832,0.358962,5.215662,0.042629,0.384845,0.996420,0,0
2684,radius,0.1000,22300797,2.566274,0.360147,5.254028,0.043054,0.384845,1.003115,0,0
2685,radius,0.1000,22300798,2.577258,0.361688,5.290698,0.043556,0.384845,1.011271,0,0
2686,radius,0.1000,22300799,2.580115,0.362089,5.348924,0.043671,0.384845,0.994346,0,0
2687,radius,0.1000,22300800,2.558634,0.359074,5.214476,0.042741,0.384845,1.001236,0,0
2688,radius,0.1000,22300801,2.595169,0.364202,5.498227,0.045743,0.384845,1.008780,0,0
2689,radius,0.1000,22300802,2.582051,0.362361,5.373945,0.044663,0.384845,1.000289,0,0
2690,radius,0.1000,22300803,2.568494,0.360458,5.293383,0.043470,0.384845,1.005866,0,0
2691,radius,0.1000,22300804,2.560571,0.359346,5.155818,0.042679,0.384845,0.997798,0,0
2692,radius,0.1000,22300805,2.576682,0.361607,5.300780,0.043405,0.384845,1.012602,0,0
2693,radius,0.1000,22300806,2.581407,0.362270,5.376377,0.044470,0.384845,0.991158,0,0
2694,radius,0.1000,22300807,2.573199,0.361119,5.308244,0.043739,0.384845,0.999058,0,0
2695,radius,0.1000,22300808,2.578337,0.361840,5.295899,0.043378,0.384845,1.006892,0,0
2696,radius,0.1000,22300809,2.582476,0.362420,5.289013,0.043848,0.384845,0.997332,0,0
2697,radius,0.1000,22300810,2.570167,0.360693,5.288572,0.043492,0.384845,0.993100,0,0
2698,radius,0.1000,22300811,2.556152,0.358726,5.222761,0.042534,0.384845,1.004730,0,0
2699,radius,0.1000,22300812,2.566679,0.360204,5.240985,0.042795,0.384845,0.977952,0,0
2700,radius,0.1000,22300813,2.569675,0.360624,5.278521,0.043277,0.384845,1.012921,0,0
2701,radius,0.1000,22300814,2.567935,0.360380,5.246810,0.043115,0.384845,1.005152,0,0
2702,radius,0.1000,22300815,2.561145,0.359427,5.229358,0.042347,0.384845,1.012527,0,0
2703,radius,0.1000,22300816,2.568042,0.360395,5.248482,0.044000,0.384845,0.997839,0,0
2704,radius,0.1000,22300817,2.568783,0.360499,5.292370,0.043217,0.384845,1.020012,0,0
2705,radius,0.1000,22300818,2.580886,0.362197,5.317221,0.043812,0.384845,0.988346,0,0
2706,radius,0.1000,22300819,2.576073,0.361522,5.309610,0.043627,0.384845,0.994793,0,0
2707,radius,0.1000,22300820,2.571657,0.360902,5.234464,0.043194,0.384845,0.991991,0,0
2708,radius,0.1000,22300821,2.567384,0.360303,5.218466,0.042669,0.384845,1.001877,0,0
2709,radius,0.1000,22300822,2.565412,0.360026,5.220565,0.043300,0.384845,0.997673,0,0
2710,radius,0.1000,22300823,2.572913,0.361078,5.238552,0.043061,0.384845,0.987276,0,0
2711,radius,0.1000,22300824,2.583003,0.362494,5.326537,0.043376,0.384845,0.998956,0,0
2712,radius,0.1000,22300825,2.576262,0.361548,5.250384,0.043428,0.384845,0.994028,0,0
2713,radius,0.1000,22300826,2.582604,0.362438,5.335194,0.043682,0.384845,0.995863,0,0
2714,radius,0.1000,22300827,2.575296,0.361413,5.249795,0.043115,0.384845,1.010572,0,0
2715,radius,0.1000,22300828,2.564853,0.359947,5.237348,0.042906,0.384845,1.012456,0,0
2716,radius,0.1000,22300829,2.580403,0.362129,5.341066,0.043897,0.384845,0.990033,0,0
2717,radius,0.1000,22300830,2.568401,0.360445,5.273044,0.043635,0.384845,0.992702,0,0
2718,radius,0.1000,22300831,2.570380,0.360723,5.327969,0.043619,0.384845,1.006371,0,0
2719,radius,0.1000,22300832,2.548677,0.357677,5.157649,0.041990,0.384845,0.989689,0,0
2720,radius,0.1000,22300833,2.581515,0.362286,5.280318,0.044197,0.384845,0.987329,0,0
2721,radius,0.1000,22300834,2.572689,0.361047,5.307241,0.043482,0.384845,0.993375,0,0
2722,radius,0.1000,22300835,2.567940,0.360381,5.254400,0.042829,0.384845,0.998114,0,0
2723,radius,0.1000,22300836,2.562960,0.359682,5.177387,0.042469,0.384845,0.993708,0,0
2724,radius,0.1000,22300837,2.586335,0.362962,5.392778,0.044532,0.384845,0.994404,0,0
2725,radius,0.1000,22300838,2.561266,0.359444,5.192595,0.042286,0.384845,0.989046,0,0
2726,radius,0.1000,22300839,2.577274,0.361690,5.376224,0.044088,0.384845,1.007169,0,0
2727,radius,0.1000,22300840,2.554663,0.358517,5.138896,0.042107,0.384845,0.985008,0,0
2728,radius,0.1000,22300841,2.581165,0.362236,5.314934,0.043946,0.384845,0.999110,0,0
2729,radius,0.1000,22300842,2.569660,0.360622,5.318985,0.044208,0.384845,0.989228,0,0
2730,radius,0.1000,22300843,2.582364,0.362405,5.362091,0.044045,0.384845,1.005674,0,0
2731,radius,0.1000,22300844,2.561690,0.359503,5.203808,0.042758,0.384845,1.008428,0,0
2732,radius,0.1000,22300845,2.584460,0.362699,5.409521,0.044898,0.384845,1.008365,0,0
2733,radius,0.1000,22300846,2.579659,0.362025,5.295909,0.043521,0.384845,0.986455,0,0
2734,radius,0.1000,22300847,2.565167,0.359991,5.249079,0.043324,0.384845,0.992948,0,0
2735,radius,0.1000,22300848,2.556107,0.358720,5.217876,0.042460,0.384845,0.992056,0,0
2736,radius,0.1000,22300849,2.583307,0.362537,5.310752,0.043686,0.384845,1.007822,0,0
2737,radius,0.1000,22300850,2.578278,0.361831,5.329435,0.044087,0.384845,0.998911,0,0
2738,radius,0.1000,22300851,2.573270,0.361129,5.323956,0.043455,0.384845,1.005817,0,0
2739,radius,0.1000,22300852,2.580345,0.362121,5.322723,0.043881,0.384845,1.002163,0,0
2740,radius,0.1000,22300853,2.583318,0.362539,5.346858,0.044030,0.384845,1.001589,0,0
2741,radius,0.1000,22300854,2.562313,0.359591,5.193748,0.042461,0.384845,1.000471,0,0
2742,radius,0.1000,22300855,2.560020,0.359269,5.245062,0.043063,0.384845,0.978648,0,0
2743,radius,0.1000,22300856,2.575945,0.361504,5.252125,0.043314,0.384845,0.989425,0,0
2744,radius,0.1000,22300857,2.566239,0.360142,5.240834,0.042875,0.384845,0.995240,0,0
2745,radius,0.1000,22300858,2.573520,0.361164,5.260529,0.043562,0.384845,1.004041,0,0
2746,radius,0.1000,22300859,2.577545,0.361728,5.359696,0.044095,0.384845,1.011551,0,0
2747,radius,0.1000,22300860,2.563434,0.359748,5.239524,0.043379,0.384845,1.000621,0,0
2748,radius,0.1000,22300861,2.573832,0.361207,5.294954,0.043293,0.384845,1.016013,0,0
2749,radius,0.1000,22300862,2.565825,0.360084,5.233165,0.043200,0.384845,0.997096,0,0
2750,radius,0.1000,22300863,2.579013,0.361934,5.340037,0.043980,0.384845,0.987640,0,0
2751,radius,0.1250,22310784,2.580515,0.362145,5.308730,0.043899,0.384845,0.986248,0,0
2752,radius,0.1250,22310785,2.581848,0.362332,5.414583,0.044308,0.384845,1.001549,0,0
2753,radius,0.1250,22310786,2.578982,0.361930,5.342256,0.045031,0.384845,0.976593,0,0
2754,radius,0.1250,22310787,2.600661,0.364972,5.507589,0.045950,0.384845,0.980630,0,0
2755,radius,0.1250,22310788,2.586884,0.363039,5.439482,0.044240,0.384845,0.992333,0,0
2756,radius,0.1250,22310789,2.584455,0.362698,5.384339,0.044492,0.384845,1.009618,0,0
2757,radius,0.1250,22310790,2.583964,0.362629,5.341702,0.043672,0.384845,0.997948,0,0
2758,radius,0.1250,22310791,2.578169,0.361816,5.288493,0.043754,0.384845,0.979013,0,0
2759,radius,0.1250,22310792,2.583333,0.362541,5.401722,0.044675,0.384845,1.003114,0,0
2760,radius,0.1250,22310793,2.587191,0.363082,5.377876,0.044258,0.384845,1.015096,0,0
2761,radius,0.1250,22310794,2.580865,0.362194,5.385447,0.044607,0.384845,0.992079,0,0
2762,radius,0.1250,22310795,2.581379,0.362266,5.341637,0.044618,0.384845,0.987931,0,0
2763,radius,0.1250,22310796,2.573528,0.361165,5.399825,0.044873,0.384845,1.000830,0,0
2764,radius,0.1250,22310797,2.616491,0.367194,5.572039,0.046237,0.384845,1.028637,0,0
2765,radius,0.1250,22310798,2.588847,0.363315,5.390262,0.045006,0.384845,0.983133,0,0
2766,radius,0.1250,22310799,2.594590,0.364121,5.484474,0.044934,0.384845,0.998291,0,0
2767,radius,0.1250,22310800,2.591371,0.363669,5.457347,0.046407,0.384845,0.985492,0,0
2768,radius,0.1250,22310801,2.600993,0.365019,5.519150,0.045678,0.384845,1.000357,0,0
2769,radius,0.1250,22310802,2.590872,0.363599,5.368050,0.044221,0.384845,1.000548,0,0
2770,radius,0.1250,22310803,2.587518,0.363128,5.407889,0.044975,0.384845,0.989506,0,0
2771,radius,0.1250,22310804,2.587477,0.363122,5.428543,0.044704,0.384845,0.993379,0,0
2772,radius,0.1250,22310805,2.587053,0.363063,5.417415,0.044196,0.384845,1.012442,0,0
2773,radius,0.1250,22310806,2.588464,0.363261,5.415702,0.045254,0.384845,0.998205,0,0
2774,radius,0.1250,22310807,2.577242,0.361686,5.353024,0.043487,0.384845,0.990823,0,0
2775,radius,0.1250,22310808,2.596536,0.364394,5.493844,0.045711,0.384845,0.986645,0,0
2776,radius,0.1250,22310809,2.581478,0.362280,5.353128,0.044742,0.384845,0.979817,0,0
2777,radius,0.1250,22310810,2.588718,0.363297,5.394447,0.043835,0.384845,1.003355,0,0
2778,radius,0.1250,22310811,2.577787,0.361762,5.349124,0.043959,0.384845,1.012037,0,0
2779,radius,0.1250,22310812,2.580137,0.362092,5.364010,0.044001,0.384845,0.998640,0,0
2780,radius,0.1250,22310813,2.598934,0.364730,5.471584,0.045577,0.384845,1.004172,0,0
2781,radius,0.1250,22310814,2.602149,0.365181,5.491527,0.045118,0.384845,1.000312,0,0
2782,radius,0.1250,22310815,2.591559,0.363695,5.380902,0.043883,0.384845,0.993699,0,0
2783,radius,0.1250,22310816,2.589836,0.363453,5.411147,0.044771,0.384845,0.993352,0,0
2784,radius,0.1250,22310817,2.574000,0.361231,5.332584,0.043449,0.384845,1.004144,0,0
2785,radius,0.1250,22310818,2.578694,0.361890,5.352443,0.044269,0.384845,0.997819,0,0
2786,radius,0.1250,22310819,2.582993,0.362493,5.377361,0.043944,0.384845,1.008456,0,0
2787,radius,0.1250,22310820,2.577885,0.361776,5.316769,0.044018,0.384845,0.989614,0,0
2788,radius,0.1250,22310821,2.590000,0.363476,5.407829,0.044974,0.384845,0.993221,0,0
2789,radius,0.1250,22310822,2.597489,0.364527,5.471647,0.045987,0.384845,1.007143,0,0
2790,radius,0.1250,22310823,2.595033,0.364183,5.442335,0.045431,0.384845,0.990284,0,0
2791,radius,0.1250,22310824,2.583708,0.362593,5.411645,0.044554,0.384845,1.000317,0,0
2792,radius,0.1250,22310825,2.588114,0.363212,5.422166,0.044724,0.384845,0.995849,0,0
2793,radius,0.1250,22310826,2.608468,0.366068,5.547364,0.045928,0.384845,1.022216,0,0
2794,radius,0.1250,22310827,2.597456,0.364523,5.488735,0.045807,0.384845,1.005023,0,0
2795,radius,0.1250,22310828,2.590198,0.363504,5.404886,0.045330,0.384845,0.983974,0,0
2796,radius,0.1250,22310829,2.592298,0.363799,5.453507,0.045149,0.384845,0.994872,0,0
2797,radius,0.1250,22310830,2.590809,0.363590,5.459457,0.044131,0.384845,1.003996,0,0
2798,radius,0.1250,22310831,2.573331,0.361137,5.305654,0.043609,0.384845,0.983733,0,0
2799,radius,0.1250,22310832,2.587600,0.363140,5.397994,0.044518,0.384845,1.005774,0,0
2800,radius,0.1250,22310833,2.605473,0.365648,5.527267,0.045697,0.384845,1.012251,0,0
2801,radius,0.1250,22310834,2.607430,0.365922,5.542694,0.046027,0.384845,0.999346,0,0
2802,radius,0.1250,22310835,2.593158,0.363920,5.381144,0.044695,0.384845,0.987623,0,0
2803,radius,0.1250,22310836,2.577183,0.361678,5.380775,0.044137,0.384845,0.996923,0,0
2804,radius,0.1250,22310837,2.592352,0.363806,5.423391,0.045170,0.384845,0.994171,0,0
2805,radius,0.1250,22310838,2.589304,0.363379,5.498040,0.045342,0.384845,1.004571,0,0
2806,radius,0.1250,22310839,2.574241,0.361265,5.337286,0.043411,0.384845,0.999095,0,0
2807,radius,0.1250,22310840,2.587372,0.363108,5.417403,0.045060,0.384845,0.997675,0,0
2808,radius,0.1250,22310841,2.586121,0.362932,5.386054,0.044661,0.384845,1.003408,0,0
2809,radius,0.1250,22310842,2.595342,0.364226,5.471677,0.045376,0.384845,0.989510,0,0
2810,radius,0.1250,22310843,2.583676,0.362589,5.396504,0.044802,0.384845,0.984962,0,0
2811,radius,0.1250,22310844,2.569421,0.360588,5.226179,0.043108,0.384845,1.009790,0,0
2812,radius,0.1250,22310845,2.593435,0.363958,5.445912,0.044781,0.384845,1.002180,0,0
2813,radius,0.1250,22310846,2.616299,0.367167,5.574516,0.046286,0.384845,0.992988,0,0
2814,radius,0.1250,22310847,2.576319,0.361556,5.304829,0.043823,0.384845,0.994313,0,0
2815,radius,0.1250,22310848,2.578643,0.361883,5.363330,0.043611,0.384845,0.997648,0,0
2816,radius,0.1250,22310849,2.584134,0.362653,5.390333,0.044563,0.384845,0.996515,0,0
2817,radius,0.1250,22310850,2.587768,0.363163,5.430033,0.044710,0.384845,1.011255,0,0
2818,radius,0.1250,22310851,2.598559,0.364678,5.493892,0.045126,0.384845,1.020537,0,0
2819,radius,0.1250,22310852,2.598107,0.364614,5.508222,0.045495,0.384845,0.992149,0,0
2820,radius,0.1250,22310853,2.586231,0.362947,5.444672,0.044763,0.384845,1.017876,0,0
2821,radius,0.1250,22310854,2.568953,0.360523,5.348768,0.043599,0.384845,1.015807,0,0
2822,radius,0.1250,22310855,2.577388,0.361706,5.316895,0.044044,0.384845,0.984250,0,0
2823,radius,0.1250,22310856,2.592672,0.363851,5.456230,0.045214,0.384845,0.998462,0,0
2824,radius,0.1250,22310857,2.575392,0.361426,5.335892,0.043684,0.384845,0.997052,0,0
2825,radius,0.1250,22310858,2.592681,0.363853,5.404898,0.044203,0.384845,0.997845,0,0
2826,radius,0.1250,22310859,2.591916,0.363745,5.468064,0.044542,0.384845,1.007989,0,0
2827,radius,0.1250,22310860,2.589483,0.363404,5.421373,0.044260,0.384845,0.985908,0,0
2828,radius,0.1250,22310861,2.595498,0.364248,5.479779,0.045722,0.384845,0.992941,0,0
2829,radius,0.1250,22310862,2.582015,0.362356,5.389954,0.044115,0.384845,1.007708,0,0
2830,radius,0.1250,22310863,2.582455,0.362417,5.374740,0.044753,0.384845,0.992679,0,0
2831,radius,0.1500,22320784,2.579937,0.362064,5.324954,0.044419,0.384845,0.975665,0,0
2832,radius,0.1500,22320785,2.599402,0.364796,5.540055,0.046133,0.384845,0.981517,0,0
2833,radius,0.1500,22320786,2.592032,0.363762,5.419656,0.045234,0.384845,0.979499,0,0
2834,radius,0.1500,22320787,2.600430,0.364940,5.571908,0.047035,0.384845,0.988437,0,0
2835,radius,0.1500,22320788,2.592052,0.363764,5.485354,0.045147,0.384845,0.994253,0,0
2836,radius,0.1500,22320789,2.591701,0.363715,5.455013,0.045064,0.384845,0.991037,0,0
2837,radius,0.1500,22320790,2.595830,0.364294,5.510525,0.046005,0.384845,1.008763,0,0
2838,radius,0.1500,22320791,2.585400,0.362831,5.322572,0.044698,0.384845,0.965148,0,0
2839,radius,0.1500,22320792,2.590840,0.363594,5.474003,0.046620,0.384845,0.993085,0,0
2840,radius,0.1500,22320793,2.592302,0.363799,5.482880,0.045407,0.384845,0.988650,0,0
2841,radius,0.1500,22320794,2.611928,0.366554,5.633237,0.047753,0.384845,0.983288,0,0
